Year,Institute,Branch,Category,Opening_Rank,Closing_Rank,Quota
2021,NIT Jaipur,Electrical Engineering,EWS,7285,8151,Other State
2021,NIT Jaipur,Electrical Engineering,PwD,409,1092,Other State
2021,NIT Jaipur,Mechanical Engineering,General,20875,22685,Other State
2021,NIT Jaipur,Mechanical Engineering,OBC-NCL,8574,9727,Other State
2021,NIT Jaipur,Mechanical Engineering,SC,4236,5272,Other State
2021,NIT Jaipur,Mechanical Engineering,ST,3239,5012,Other State
2021,NIT Jaipur,Mechanical Engineering,EWS,7266,8767,Other State
2021,NIT Jaipur,Mechanical Engineering,PwD,82,1887,Other State
2021,NIT Jaipur,Civil Engineering,General,21159,22692,Other State
2021,NIT Jaipur,Civil Engineering,OBC-NCL,8410,9061,Other State
2021,NIT Jaipur,Civil Engineering,SC,4004,5722,Other State
2021,NIT Jaipur,Civil Engineering,ST,3232,4195,Other State
2021,NIT Jaipur,Civil Engineering,EWS,7261,8031,Other State
2021,NIT Jaipur,Civil Engineering,PwD,172,1131,Other State
2021,NIT Jaipur,Information Technology,General,8654,10459,Other State
2021,NIT Jaipur,Information Technology,OBC-NCL,3474,4135,Other State
2021,NIT Jaipur,Information Technology,SC,1900,2833,Other State
2021,NIT Jaipur,Information Technology,ST,1451,2090,Other State
2021,NIT Jaipur,Information Technology,EWS,2993,3579,Other State
2021,NIT Jaipur,Information Technology,PwD,62,744,Other State
2021,NIT Kurukshetra,Computer Science and Engineering,General,8917,9545,Other State
2021,NIT Kurukshetra,Computer Science and Engineering,OBC-NCL,3545,4714,Other State
2021,NIT Kurukshetra,Computer Science and Engineering,SC,1936,3837,Other State
2021,NIT Kurukshetra,Computer Science and Engineering,ST,1260,2744,Other State
2021,NIT Kurukshetra,Computer Science and Engineering,EWS,3201,5157,Other State
2021,NIT Kurukshetra,Computer Science and Engineering,PwD,2,1994,Other State
2021,NIT Kurukshetra,Electronics and Communication Engineering,General,14171,14964,Other State
2021,NIT Kurukshetra,Electronics and Communication Engineering,OBC-NCL,5652,7318,Other State
2021,NIT Kurukshetra,Electronics and Communication Engineering,SC,2849,4226,Other State
2021,NIT Kurukshetra,Electronics and Communication Engineering,ST,2201,3749,Other State
2021,NIT Kurukshetra,Electronics and Communication Engineering,EWS,4976,6459,Other State
2021,NIT Kurukshetra,Electronics and Communication Engineering,PwD,316,1705,Other State
2021,NIT Kurukshetra,Electrical Engineering,General,21188,21757,Other State
2021,NIT Kurukshetra,Electrical Engineering,OBC-NCL,8312,9686,Other State
2021,NIT Kurukshetra,Electrical Engineering,SC,4111,5998,Other State
2021,NIT Kurukshetra,Electrical Engineering,ST,3252,4222,Other State
2021,NIT Kurukshetra,Electrical Engineering,EWS,7239,8268,Other State
2021,NIT Kurukshetra,Electrical Engineering,PwD,158,1396,Other State
2021,NIT Kurukshetra,Mechanical Engineering,General,21013,22384,Other State
2021,NIT Kurukshetra,Mechanical Engineering,OBC-NCL,8350,9041,Other State
2021,NIT Kurukshetra,Mechanical Engineering,SC,4039,5804,Other State
2021,NIT Kurukshetra,Mechanical Engineering,ST,3087,3931,Other State
2021,NIT Kurukshetra,Mechanical Engineering,EWS,7328,8836,Other State
2021,NIT Kurukshetra,Mechanical Engineering,PwD,209,1211,Other State
2021,NIT Kurukshetra,Civil Engineering,General,21002,22074,Other State
2021,NIT Kurukshetra,Civil Engineering,OBC-NCL,8391,8895,Other State
2021,NIT Kurukshetra,Civil Engineering,SC,4377,6137,Other State
2021,NIT Kurukshetra,Civil Engineering,ST,3130,3940,Other State
2021,NIT Kurukshetra,Civil Engineering,EWS,7185,7740,Other State
2021,NIT Kurukshetra,Civil Engineering,PwD,246,1615,Other State
2021,NIT Kurukshetra,Information Technology,General,8898,10618,Other State
2021,NIT Kurukshetra,Information Technology,OBC-NCL,3372,4623,Other State
2021,NIT Kurukshetra,Information Technology,SC,1551,3523,Other State
2021,NIT Kurukshetra,Information Technology,ST,1471,2789,Other State
2021,NIT Kurukshetra,Information Technology,EWS,2891,3498,Other State
2021,NIT Kurukshetra,Information Technology,PwD,218,1434,Other State
2021,NIT Nagpur,Computer Science and Engineering,General,8928,10387,Other State
2021,NIT Nagpur,Computer Science and Engineering,OBC-NCL,3680,5641,Other State
2021,NIT Nagpur,Computer Science and Engineering,SC,1769,2874,Other State
2021,NIT Nagpur,Computer Science and Engineering,ST,1214,2411,Other State
2021,NIT Nagpur,Computer Science and Engineering,EWS,3045,4218,Other State
2021,NIT Nagpur,Computer Science and Engineering,PwD,133,1175,Other State
2021,NIT Nagpur,Electronics and Communication Engineering,General,13851,15207,Other State
2021,NIT Nagpur,Electronics and Communication Engineering,OBC-NCL,5475,6871,Other State
2021,NIT Nagpur,Electronics and Communication Engineering,SC,2877,3928,Other State
2021,NIT Nagpur,Electronics and Communication Engineering,ST,2000,2610,Other State
2021,NIT Nagpur,Electronics and Communication Engineering,EWS,5084,6344,Other State
2021,NIT Nagpur,Electronics and Communication Engineering,PwD,130,1323,Other State
2021,NIT Nagpur,Electrical Engineering,General,21134,22866,Other State
2021,NIT Nagpur,Electrical Engineering,OBC-NCL,8221,9398,Other State
2021,NIT Nagpur,Electrical Engineering,SC,4098,5829,Other State
2021,NIT Nagpur,Electrical Engineering,ST,2957,4158,Other State
2021,NIT Nagpur,Electrical Engineering,EWS,7323,8351,Other State
2021,NIT Nagpur,Electrical Engineering,PwD,99,1255,Other State
2021,NIT Nagpur,Mechanical Engineering,General,20965,22313,Other State
2021,NIT Nagpur,Mechanical Engineering,OBC-NCL,8277,9205,Other State
2021,NIT Nagpur,Mechanical Engineering,SC,4261,4923,Other State
2021,NIT Nagpur,Mechanical Engineering,ST,3315,5077,Other State
2021,NIT Nagpur,Mechanical Engineering,EWS,7220,9188,Other State
2021,NIT Nagpur,Mechanical Engineering,PwD,152,920,Other State
2021,NIT Nagpur,Civil Engineering,General,21040,21954,Other State
2021,NIT Nagpur,Civil Engineering,OBC-NCL,8444,9959,Other State
2021,NIT Nagpur,Civil Engineering,SC,4162,5745,Other State
2021,NIT Nagpur,Civil Engineering,ST,2955,4436,Other State
2021,NIT Nagpur,Civil Engineering,EWS,7206,8112,Other State
2021,NIT Nagpur,Civil Engineering,PwD,226,751,Other State
2021,NIT Nagpur,Information Technology,General,8852,10380,Other State
2021,NIT Nagpur,Information Technology,OBC-NCL,3319,4208,Other State
2021,NIT Nagpur,Information Technology,SC,1747,2817,Other State
2021,NIT Nagpur,Information Technology,ST,1353,1998,Other State
2021,NIT Nagpur,Information Technology,EWS,3249,4533,Other State
2021,NIT Nagpur,Information Technology,PwD,135,1160,Other State
2022,NIT Trichy,Computer Science and Engineering,General,2212,3614,Other State
2022,NIT Trichy,Computer Science and Engineering,OBC-NCL,1143,2198,Other State
2022,NIT Trichy,Computer Science and Engineering,SC,654,2576,Other State
2022,NIT Trichy,Computer Science and Engineering,ST,178,1252,Other State
2022,NIT Trichy,Computer Science and Engineering,EWS,878,2381,Other State
2022,NIT Trichy,Computer Science and Engineering,PwD,160,1078,Other State
2022,NIT Trichy,Electronics and Communication Engineering,General,4699,5320,Other State
2022,NIT Trichy,Electronics and Communication Engineering,OBC-NCL,1763,3603,Other State
2022,NIT Trichy,Electronics and Communication Engineering,SC,1140,1784,Other State
2022,NIT Trichy,Electronics and Communication Engineering,ST,846,1708,Other State
2022,NIT Trichy,Electronics and Communication Engineering,EWS,1529,3117,Other State
2022,NIT Trichy,Electronics and Communication Engineering,PwD,202,1501,Other State
2022,NIT Trichy,Electrical Engineering,General,7963,9627,Other State
2022,NIT Trichy,Electrical Engineering,OBC-NCL,3313,4964,Other State
2022,NIT Trichy,Electrical Engineering,SC,1797,3176,Other State
2022,NIT Trichy,Electrical Engineering,ST,1238,2545,Other State
2022,NIT Trichy,Electrical Engineering,EWS,2786,4017,Other State
2022,NIT Trichy,Electrical Engineering,PwD,279,1992,Other State
2022,NIT Trichy,Mechanical Engineering,General,8187,9115,Other State
2022,NIT Trichy,Mechanical Engineering,OBC-NCL,3345,5152,Other State
2022,NIT Trichy,Mechanical Engineering,SC,1751,2487,Other State
2022,NIT Trichy,Mechanical Engineering,ST,1193,3003,Other State
2022,NIT Trichy,Mechanical Engineering,EWS,2858,4115,Other State
2022,NIT Trichy,Mechanical Engineering,PwD,15,1306,Other State
2022,NIT Trichy,Civil Engineering,General,8070,8740,Other State
2022,NIT Trichy,Civil Engineering,OBC-NCL,3158,3858,Other State
2022,NIT Trichy,Civil Engineering,SC,1444,2905,Other State
2022,NIT Trichy,Civil Engineering,ST,1263,2345,Other State
2022,NIT Trichy,Civil Engineering,EWS,2963,3833,Other State
2022,NIT Trichy,Civil Engineering,PwD,1,1502,Other State
2022,NIT Trichy,Information Technology,General,2324,4160,Other State
2022,NIT Trichy,Information Technology,OBC-NCL,1045,3026,Other State
2022,NIT Trichy,Information Technology,SC,509,1666,Other State
2022,NIT Trichy,Information Technology,ST,529,2249,Other State
2022,NIT Trichy,Information Technology,EWS,1012,2244,Other State
2022,NIT Trichy,Information Technology,PwD,1,671,Other State
2022,NIT Surathkal,Computer Science and Engineering,General,2581,3253,Other State
2022,NIT Surathkal,Computer Science and Engineering,OBC-NCL,910,1862,Other State
2022,NIT Surathkal,Computer Science and Engineering,SC,629,1622,Other State
2022,NIT Surathkal,Computer Science and Engineering,ST,267,1794,Other State
2022,NIT Surathkal,Computer Science and Engineering,EWS,732,2150,Other State
2022,NIT Surathkal,Computer Science and Engineering,PwD,1,788,Other State
2022,NIT Surathkal,Electronics and Communication Engineering,General,4705,6374,Other State
2022,NIT Surathkal,Electronics and Communication Engineering,OBC-NCL,1990,3937,Other State
2022,NIT Surathkal,Electronics and Communication Engineering,SC,1137,2244,Other State
2022,NIT Surathkal,Electronics and Communication Engineering,ST,748,2473,Other State
2022,NIT Surathkal,Electronics and Communication Engineering,EWS,1691,3220,Other State
2022,NIT Surathkal,Electronics and Communication Engineering,PwD,1,876,Other State
2022,NIT Surathkal,Electrical Engineering,General,8178,9124,Other State
2022,NIT Surathkal,Electrical Engineering,OBC-NCL,3322,4951,Other State
2022,NIT Surathkal,Electrical Engineering,SC,1538,2848,Other State
2022,NIT Surathkal,Electrical Engineering,ST,1095,3006,Other State
2022,NIT Surathkal,Electrical Engineering,EWS,2936,4244,Other State
2022,NIT Surathkal,Electrical Engineering,PwD,268,1183,Other State
2022,NIT Surathkal,Mechanical Engineering,General,8013,8966,Other State
2022,NIT Surathkal,Mechanical Engineering,OBC-NCL,3290,5006,Other State
2022,NIT Surathkal,Mechanical Engineering,SC,1549,2807,Other State
2022,NIT Surathkal,Mechanical Engineering,ST,1266,2738,Other State
2022,NIT Surathkal,Mechanical Engineering,EWS,2850,4351,Other State
2022,NIT Surathkal,Mechanical Engineering,PwD,1,1917,Other State
2022,NIT Surathkal,Civil Engineering,General,8115,8690,Other State
2022,NIT Surathkal,Civil Engineering,OBC-NCL,3086,4879,Other State
2022,NIT Surathkal,Civil Engineering,SC,1624,2236,Other State
2022,NIT Surathkal,Civil Engineering,ST,1250,3006,Other State
2022,NIT Surathkal,Civil Engineering,EWS,2928,4141,Other State
2022,NIT Surathkal,Civil Engineering,PwD,1,625,Other State
2022,NIT Surathkal,Information Technology,General,2374,3966,Other State
2022,NIT Surathkal,Information Technology,OBC-NCL,806,2189,Other State
2022,NIT Surathkal,Information Technology,SC,535,1064,Other State
2022,NIT Surathkal,Information Technology,ST,440,1863,Other State
2022,NIT Surathkal,Information Technology,EWS,876,2647,Other State
2022,NIT Surathkal,Information Technology,PwD,191,1185,Other State
2022,NIT Warangal,Computer Science and Engineering,General,2224,3441,Other State
2022,NIT Warangal,Computer Science and Engineering,OBC-NCL,1073,2178,Other State
2022,NIT Warangal,Computer Science and Engineering,SC,654,1792,Other State
2022,NIT Warangal,Computer Science and Engineering,ST,184,2041,Other State
2022,NIT Warangal,Computer Science and Engineering,EWS,994,1609,Other State
2022,NIT Warangal,Computer Science and Engineering,PwD,1,599,Other State
2022,NIT Warangal,Electronics and Communication Engineering,General,4610,5514,Other State
2022,NIT Warangal,Electronics and Communication Engineering,OBC-NCL,1933,3117,Other State
2022,NIT Warangal,Electronics and Communication Engineering,SC,1150,2152,Other State
2022,NIT Warangal,Electronics and Communication Engineering,ST,728,2699,Other State
2022,NIT Warangal,Electronics and Communication Engineering,EWS,1861,2618,Other State
2022,NIT Warangal,Electronics and Communication Engineering,PwD,179,799,Other State
2022,NIT Warangal,Electrical Engineering,General,8097,9574,Other State
2022,NIT Warangal,Electrical Engineering,OBC-NCL,3053,4571,Other State
2022,NIT Warangal,Electrical Engineering,SC,1730,3013,Other State
2022,NIT Warangal,Electrical Engineering,ST,1240,2222,Other State
2022,NIT Warangal,Electrical Engineering,EWS,2786,3941,Other State
2022,NIT Warangal,Electrical Engineering,PwD,141,1593,Other State
2022,NIT Warangal,Mechanical Engineering,General,8163,9153,Other State
2022,NIT Warangal,Mechanical Engineering,OBC-NCL,3238,4041,Other State
2022,NIT Warangal,Mechanical Engineering,SC,1697,2272,Other State
2022,NIT Warangal,Mechanical Engineering,ST,1187,3043,Other State
2022,NIT Warangal,Mechanical Engineering,EWS,2987,4485,Other State
2022,NIT Warangal,Mechanical Engineering,PwD,125,1266,Other State
2022,NIT Warangal,Civil Engineering,General,8114,8896,Other State
2022,NIT Warangal,Civil Engineering,OBC-NCL,3078,3649,Other State
2022,NIT Warangal,Civil Engineering,SC,1662,2864,Other State
2022,NIT Warangal,Civil Engineering,ST,1366,2440,Other State
2022,NIT Warangal,Civil Engineering,EWS,2979,3490,Other State
2022,NIT Warangal,Civil Engineering,PwD,20,536,Other State
2022,NIT Warangal,Information Technology,General,2262,3014,Other State
2022,NIT Warangal,Information Technology,OBC-NCL,1135,2615,Other State
2022,NIT Warangal,Information Technology,SC,287,876,Other State
2022,NIT Warangal,Information Technology,ST,367,1670,Other State
2022,NIT Warangal,Information Technology,EWS,923,2052,Other State
2022,NIT Warangal,Information Technology,PwD,172,1870,Other State
2022,NIT Rourkela,Computer Science and Engineering,General,7875,9300,Other State
2022,NIT Rourkela,Computer Science and Engineering,OBC-NCL,3150,4049,Other State
2022,NIT Rourkela,Computer Science and Engineering,SC,1669,3138,Other State
2022,NIT Rourkela,Computer Science and Engineering,ST,1070,2773,Other State
2022,NIT Rourkela,Computer Science and Engineering,EWS,2723,4627,Other State
2022,NIT Rourkela,Computer Science and Engineering,PwD,172,1468,Other State
2022,NIT Rourkela,Electronics and Communication Engineering,General,12794,13521,Other State
2022,NIT Rourkela,Electronics and Communication Engineering,OBC-NCL,5194,6154,Other State
2022,NIT Rourkela,Electronics and Communication Engineering,SC,2465,4009,Other State
2022,NIT Rourkela,Electronics and Communication Engineering,ST,1783,2447,Other State
2022,NIT Rourkela,Electronics and Communication Engineering,EWS,4306,6140,Other State
2022,NIT Rourkela,Electronics and Communication Engineering,PwD,212,992,Other State
2022,NIT Rourkela,Electrical Engineering,General,19325,20655,Other State
2022,NIT Rourkela,Electrical Engineering,OBC-NCL,7643,9060,Other State
2022,NIT Rourkela,Electrical Engineering,SC,3863,5146,Other State
2022,NIT Rourkela,Electrical Engineering,ST,2825,4289,Other State
2022,NIT Rourkela,Electrical Engineering,EWS,6875,8428,Other State
2022,NIT Rourkela,Electrical Engineering,PwD,36,1006,Other State
2022,NIT Rourkela,Mechanical Engineering,General,19033,20185,Other State
2022,NIT Rourkela,Mechanical Engineering,OBC-NCL,7797,8517,Other State
2022,NIT Rourkela,Mechanical Engineering,SC,3995,5028,Other State
2022,NIT Rourkela,Mechanical Engineering,ST,2859,4749,Other State
2022,NIT Rourkela,Mechanical Engineering,EWS,6848,8358,Other State
2022,NIT Rourkela,Mechanical Engineering,PwD,29,1110,Other State
2022,NIT Rourkela,Civil Engineering,General,19115,19853,Other State
2022,NIT Rourkela,Civil Engineering,OBC-NCL,7814,8754,Other State
2022,NIT Rourkela,Civil Engineering,SC,3787,5319,Other State
2022,NIT Rourkela,Civil Engineering,ST,2967,3854,Other State
2022,NIT Rourkela,Civil Engineering,EWS,6569,7984,Other State
2022,NIT Rourkela,Civil Engineering,PwD,334,1471,Other State
2022,NIT Rourkela,Information Technology,General,7874,8651,Other State
2022,NIT Rourkela,Information Technology,OBC-NCL,3323,4811,Other State
2022,NIT Rourkela,Information Technology,SC,1699,2787,Other State
2022,NIT Rourkela,Information Technology,ST,1297,2445,Other State
2022,NIT Rourkela,Information Technology,EWS,2705,3339,Other State
2022,NIT Rourkela,Information Technology,PwD,1,1671,Other State
2022,MNNIT Allahabad,Computer Science and Engineering,General,7958,8841,Other State
2022,MNNIT Allahabad,Computer Science and Engineering,OBC-NCL,3162,4102,Other State
2022,MNNIT Allahabad,Computer Science and Engineering,SC,1740,3452,Other State
2022,MNNIT Allahabad,Computer Science and Engineering,ST,1338,3042,Other State
2022,MNNIT Allahabad,Computer Science and Engineering,EWS,2887,3573,Other State
2022,MNNIT Allahabad,Computer Science and Engineering,PwD,251,1912,Other State
2022,MNNIT Allahabad,Electronics and Communication Engineering,General,12729,13422,Other State
2022,MNNIT Allahabad,Electronics and Communication Engineering,OBC-NCL,5235,5878,Other State
2022,MNNIT Allahabad,Electronics and Communication Engineering,SC,2375,4200,Other State
2022,MNNIT Allahabad,Electronics and Communication Engineering,ST,1964,3390,Other State
2022,MNNIT Allahabad,Electronics and Communication Engineering,EWS,4386,5997,Other State
2022,MNNIT Allahabad,Electronics and Communication Engineering,PwD,56,1462,Other State
2022,MNNIT Allahabad,Electrical Engineering,General,19374,20214,Other State
2022,MNNIT Allahabad,Electrical Engineering,OBC-NCL,7483,9333,Other State
2022,MNNIT Allahabad,Electrical Engineering,SC,4006,4811,Other State
2022,MNNIT Allahabad,Electrical Engineering,ST,3075,4181,Other State
2022,MNNIT Allahabad,Electrical Engineering,EWS,6728,8476,Other State
2022,MNNIT Allahabad,Electrical Engineering,PwD,339,1830,Other State
2022,MNNIT Allahabad,Mechanical Engineering,General,19320,20378,Other State
2022,MNNIT Allahabad,Mechanical Engineering,OBC-NCL,7660,8777,Other State
2022,MNNIT Allahabad,Mechanical Engineering,SC,3838,5747,Other State
2022,MNNIT Allahabad,Mechanical Engineering,ST,2785,4416,Other State
2022,MNNIT Allahabad,Mechanical Engineering,EWS,6538,7447,Other State
2022,MNNIT Allahabad,Mechanical Engineering,PwD,287,1604,Other State
2022,MNNIT Allahabad,Civil Engineering,General,19170,21024,Other State
2022,MNNIT Allahabad,Civil Engineering,OBC-NCL,7674,8185,Other State
2022,MNNIT Allahabad,Civil Engineering,SC,3834,4823,Other State
2022,MNNIT Allahabad,Civil Engineering,ST,2962,4342,Other State
2022,MNNIT Allahabad,Civil Engineering,EWS,6701,8162,Other State
2022,MNNIT Allahabad,Civil Engineering,PwD,296,1451,Other State
2022,MNNIT Allahabad,Information Technology,General,8185,10024,Other State
2022,MNNIT Allahabad,Information Technology,OBC-NCL,3181,3710,Other State
2022,MNNIT Allahabad,Information Technology,SC,1483,3102,Other State
2022,MNNIT Allahabad,Information Technology,ST,1380,2657,Other State
2022,MNNIT Allahabad,Information Technology,EWS,2897,4204,Other State
2022,MNNIT Allahabad,Information Technology,PwD,104,1448,Other State
2022,NIT Calicut,Computer Science and Engineering,General,8160,10057,Other State
2022,NIT Calicut,Computer Science and Engineering,OBC-NCL,3041,3843,Other State
2022,NIT Calicut,Computer Science and Engineering,SC,1645,3405,Other State
2022,NIT Calicut,Computer Science and Engineering,ST,1021,1705,Other State
2022,NIT Calicut,Computer Science and Engineering,EWS,2841,3703,Other State
2022,NIT Calicut,Computer Science and Engineering,PwD,162,997,Other State
2022,NIT Calicut,Electronics and Communication Engineering,General,12761,14444,Other State
2022,NIT Calicut,Electronics and Communication Engineering,OBC-NCL,5008,6853,Other State
2022,NIT Calicut,Electronics and Communication Engineering,SC,2371,4318,Other State
2022,NIT Calicut,Electronics and Communication Engineering,ST,1792,2879,Other State
2022,NIT Calicut,Electronics and Communication Engineering,EWS,4625,5325,Other State
2022,NIT Calicut,Electronics and Communication Engineering,PwD,1,1005,Other State
2022,NIT Calicut,Electrical Engineering,General,19225,20512,Other State
2022,NIT Calicut,Electrical Engineering,OBC-NCL,7518,8077,Other State
2022,NIT Calicut,Electrical Engineering,SC,3705,4525,Other State
2022,NIT Calicut,Electrical Engineering,ST,2803,4734,Other State
2022,NIT Calicut,Electrical Engineering,EWS,6905,7973,Other State
2022,NIT Calicut,Electrical Engineering,PwD,69,1786,Other State
2022,NIT Calicut,Mechanical Engineering,General,19284,20310,Other State
2022,NIT Calicut,Mechanical Engineering,OBC-NCL,7491,8603,Other State
2022,NIT Calicut,Mechanical Engineering,SC,3795,5658,Other State
2022,NIT Calicut,Mechanical Engineering,ST,2804,4174,Other State
2022,NIT Calicut,Mechanical Engineering,EWS,6799,8215,Other State
2022,NIT Calicut,Mechanical Engineering,PwD,385,1506,Other State
2022,NIT Calicut,Civil Engineering,General,19333,20506,Other State
2022,NIT Calicut,Civil Engineering,OBC-NCL,7607,8420,Other State
2022,NIT Calicut,Civil Engineering,SC,3971,5644,Other State
2022,NIT Calicut,Civil Engineering,ST,2715,4658,Other State
2022,NIT Calicut,Civil Engineering,EWS,6541,7246,Other State
2022,NIT Calicut,Civil Engineering,PwD,118,1465,Other State
2022,NIT Calicut,Information Technology,General,8155,9094,Other State
2022,NIT Calicut,Information Technology,OBC-NCL,3216,4835,Other State
2022,NIT Calicut,Information Technology,SC,1563,2210,Other State
2022,NIT Calicut,Information Technology,ST,1017,1810,Other State
2022,NIT Calicut,Information Technology,EWS,2794,3956,Other State
2022,NIT Calicut,Information Technology,PwD,244,866,Other State
2022,NIT Durgapur,Computer Science and Engineering,General,8199,9397,Other State
2022,NIT Durgapur,Computer Science and Engineering,OBC-NCL,3148,4775,Other State
2022,NIT Durgapur,Computer Science and Engineering,SC,1642,3627,Other State
2022,NIT Durgapur,Computer Science and Engineering,ST,1230,2439,Other State
2022,NIT Durgapur,Computer Science and Engineering,EWS,2995,4406,Other State
2022,NIT Durgapur,Computer Science and Engineering,PwD,216,1720,Other State
2022,NIT Durgapur,Electronics and Communication Engineering,General,12686,14351,Other State
2022,NIT Durgapur,Electronics and Communication Engineering,OBC-NCL,5236,7160,Other State
2022,NIT Durgapur,Electronics and Communication Engineering,SC,2528,4361,Other State
2022,NIT Durgapur,Electronics and Communication Engineering,ST,1763,2872,Other State
2022,NIT Durgapur,Electronics and Communication Engineering,EWS,4540,5148,Other State
2022,NIT Durgapur,Electronics and Communication Engineering,PwD,210,1081,Other State
2022,NIT Durgapur,Electrical Engineering,General,19342,20457,Other State
2022,NIT Durgapur,Electrical Engineering,OBC-NCL,7735,8440,Other State
2022,NIT Durgapur,Electrical Engineering,SC,3974,4516,Other State
2022,NIT Durgapur,Electrical Engineering,ST,3032,4800,Other State
2022,NIT Durgapur,Electrical Engineering,EWS,6806,8684,Other State
2022,NIT Durgapur,Electrical Engineering,PwD,264,1239,Other State
2022,NIT Durgapur,Mechanical Engineering,General,19082,20715,Other State
2022,NIT Durgapur,Mechanical Engineering,OBC-NCL,7669,8968,Other State
2022,NIT Durgapur,Mechanical Engineering,SC,4036,4786,Other State
2022,NIT Durgapur,Mechanical Engineering,ST,2891,3681,Other State
2022,NIT Durgapur,Mechanical Engineering,EWS,6652,8376,Other State
2022,NIT Durgapur,Mechanical Engineering,PwD,276,1101,Other State
2022,NIT Durgapur,Civil Engineering,General,19094,20430,Other State
2022,NIT Durgapur,Civil Engineering,OBC-NCL,7698,8269,Other State
2022,NIT Durgapur,Civil Engineering,SC,3886,5026,Other State
2022,NIT Durgapur,Civil Engineering,ST,2891,4330,Other State
2022,NIT Durgapur,Civil Engineering,EWS,6862,7969,Other State
2022,NIT Durgapur,Civil Engineering,PwD,66,1131,Other State
2022,NIT Durgapur,Information Technology,General,8143,8696,Other State
2022,NIT Durgapur,Information Technology,OBC-NCL,3217,4244,Other State
2022,NIT Durgapur,Information Technology,SC,1498,2190,Other State
2022,NIT Durgapur,Information Technology,ST,1382,1939,Other State
2022,NIT Durgapur,Information Technology,EWS,2710,3338,Other State
2022,NIT Durgapur,Information Technology,PwD,216,1421,Other State
2022,NIT Jaipur,Computer Science and Engineering,General,8139,9988,Other State
2022,NIT Jaipur,Computer Science and Engineering,OBC-NCL,3007,3535,Other State
2022,NIT Jaipur,Computer Science and Engineering,SC,1511,2957,Other State
2022,NIT Jaipur,Computer Science and Engineering,ST,1160,1790,Other State
2022,NIT Jaipur,Computer Science and Engineering,EWS,2787,3995,Other State
2022,NIT Jaipur,Computer Science and Engineering,PwD,243,1970,Other State
2022,NIT Jaipur,Electronics and Communication Engineering,General,12811,13586,Other State
2022,NIT Jaipur,Electronics and Communication Engineering,OBC-NCL,4992,5734,Other State
2022,NIT Jaipur,Electronics and Communication Engineering,SC,2634,4259,Other State
2022,NIT Jaipur,Electronics and Communication Engineering,ST,1892,2562,Other State
2022,NIT Jaipur,Electronics and Communication Engineering,EWS,4420,5107,Other State
2022,NIT Jaipur,Electronics and Communication Engineering,PwD,13,2012,Other State
2022,NIT Jaipur,Electrical Engineering,General,19051,19661,Other State
2022,NIT Jaipur,Electrical Engineering,OBC-NCL,7844,9410,Other State
2022,NIT Jaipur,Electrical Engineering,SC,3850,5573,Other State
2022,NIT Jaipur,Electrical Engineering,ST,2977,4334,Other State
2022,NIT Jaipur,Electrical Engineering,EWS,6759,7885,Other State
2022,NIT Jaipur,Electrical Engineering,PwD,17,815,Other State
2022,NIT Jaipur,Mechanical Engineering,General,19076,20499,Other State
2022,NIT Jaipur,Mechanical Engineering,OBC-NCL,7616,9159,Other State
2022,NIT Jaipur,Mechanical Engineering,SC,3850,5101,Other State
2022,NIT Jaipur,Mechanical Engineering,ST,2718,3652,Other State
2022,NIT Jaipur,Mechanical Engineering,EWS,6787,8517,Other State
2022,NIT Jaipur,Mechanical Engineering,PwD,258,1423,Other State
2022,NIT Jaipur,Civil Engineering,General,19041,19951,Other State
2022,NIT Jaipur,Civil Engineering,OBC-NCL,7490,8795,Other State
2022,NIT Jaipur,Civil Engineering,SC,3737,4663,Other State
2022,NIT Jaipur,Civil Engineering,ST,2954,4925,Other State
2022,NIT Jaipur,Civil Engineering,EWS,6909,8350,Other State
2022,NIT Jaipur,Civil Engineering,PwD,363,1604,Other State
2022,NIT Jaipur,Information Technology,General,8168,9911,Other State
2022,NIT Jaipur,Information Technology,OBC-NCL,3064,4819,Other State
2022,NIT Jaipur,Information Technology,SC,1727,3693,Other State
2022,NIT Jaipur,Information Technology,ST,1051,1926,Other State
2022,NIT Jaipur,Information Technology,EWS,2862,3628,Other State
2022,NIT Jaipur,Information Technology,PwD,238,2078,Other State
2022,NIT Kurukshetra,Computer Science and Engineering,General,8123,9274,Other State
2022,NIT Kurukshetra,Computer Science and Engineering,OBC-NCL,3050,4994,Other State
2022,NIT Kurukshetra,Computer Science and Engineering,SC,1445,2544,Other State
2022,NIT Kurukshetra,Computer Science and Engineering,ST,1207,2999,Other State
2022,NIT Kurukshetra,Computer Science and Engineering,EWS,2688,3568,Other State
2022,NIT Kurukshetra,Computer Science and Engineering,PwD,1,616,Other State
2022,NIT Kurukshetra,Electronics and Communication Engineering,General,12717,13476,Other State
2022,NIT Kurukshetra,Electronics and Communication Engineering,OBC-NCL,4994,5798,Other State
2022,NIT Kurukshetra,Electronics and Communication Engineering,SC,2366,3231,Other State
2022,NIT Kurukshetra,Electronics and Communication Engineering,ST,1841,2863,Other State
2022,NIT Kurukshetra,Electronics and Communication Engineering,EWS,4627,6588,Other State
2022,NIT Kurukshetra,Electronics and Communication Engineering,PwD,142,1070,Other State
2022,NIT Kurukshetra,Electrical Engineering,General,19278,20524,Other State
2022,NIT Kurukshetra,Electrical Engineering,OBC-NCL,7846,8658,Other State
